group	sci	key	reason	zh_candidates
amphibia	Coregonus confusus	2351236	no-wiki	恼白鲑
amphibia	Salvelinus elgyticus	2351242	no-wiki	小眼红点鲑
amphibia	Salvelinus mallochi	2351243	no-wiki	马氏红点鲑
amphibia	Salvelinus murta	2351246	no-wiki	鼠形红点鲑
amphibia	Salvelinus drjagini	2351250	no-wiki	黄斑红点鲑
amphibia	Salvelinus curilus	2351251	no-wiki	库利尔红点鲑
amphibia	Salvelinus taimyricus	2351253	no-wiki	红鳍红点鲑
amphibia	Salvelinus jacuticus	2351254	no-wiki	横带红点鲑
amphibia	Salvelinus kuznetzovi	2351257	no-wiki	库氏红点鲑
amphibia	Salvelinus albus	2351278	no-wiki	银红点鲑
amphibia	Salvelinus lonsdalii	2351280	no-wiki	朗斯代尔红点鲑
amphibia	Salvelinus maxillaris	2351283	no-wiki	颚红点鲑
amphibia	Salvelinus willoughbii	2351285	no-wiki	威尔红点鲑
amphibia	Salvelinus taranetzi	2351290	no-wiki	塔氏红点鲑
amphibia	Salvelinus boganidae	2351294	no-wiki	窄体红点鲑
amphibia	Salvelinus kronocius	2351295	no-wiki	堪察加红点鲑
amphibia	Salvelinus tolmachoffi	2351300	no-wiki	埃塞湖红点鲑
amphibia	Salvelinus struanensis	2351301	no-wiki	苏格兰红点鲑
amphibia	Salvelinus gritzenkoi	2351303	no-wiki	格里氏红点鲑
amphibia	Salvelinus perisii	2351304	no-wiki	佩氏红点鲑
amphibia	Salvelinus youngeri	2351311	no-wiki	杨氏红点鲑
amphibia	Salvelinus thingvallensis	2351313	no-wiki	冰岛红点鲑
amphibia	Salvelinus profundus	2351316	no-wiki	深水红点鲑
amphibia	Salvelinus gracillimus	2351318	no-wiki	细红点鲑
amphibia	Salvelinus levanidovi	2351320	no-wiki	莱文氏红点鲑
amphibia	Salvelinus evasus	2351321	no-wiki	银侧红点鲑
amphibia	Salvelinus killinensis	2351322	no-wiki	基尔红点鲑
amphibia	Salvelinus krogiusae	2351324	no-wiki	俄罗斯红点鲑
amphibia	Salvelinus schmidti	2351325	no-wiki	施氏红点鲑
amphibia	Salmo ferox	2351332	no-wiki	猛鳟
amphibia	Salvelinus neiva	2351336	no-wiki	内维红点鲑
amphibia	Salvelinus czerskii	2351337	no-wiki	切氏红点鲑
amphibia	Salmo ohridanus	2351341	no-wiki	奥湖鳟
amphibia	Stenodus leucichthys	2351343	no-wiki	白北鲑
amphibia	Stenodus nelma	2351351	no-wiki	极北鲑
amphibia	Brachymystax savinovi	2351361	no-wiki	萨氏细鳞鲑
amphibia	Parahucho perryi	2351406	no-wiki	远东哲罗鱼
amphibia	Hucho hucho	2351413	no-wiki	多瑙哲罗鱼
amphibia	Prosopium williamsoni	2351530	no-wiki	山地柱白鲑
amphibia	Salmo peristericus	2351546	no-wiki	鸽鳟
amphibia	Salmo rhodanensis	2351548	no-wiki	罗纳河鳟
amphibia	Salmo stomachicus	2351551	no-wiki	爱尔兰鳟
amphibia	Salmo letnica	2351552	no-wiki	野鳟
amphibia	Salmo lumi	2351558	no-wiki	卢姆氏鳟
amphibia	Salmo ezenami	2351560	no-wiki	伊氏鳟
amphibia	Salmo akairos	2351564	no-wiki	伊夫尼湖鳟|土耳其鳟
amphibia	Salmo platycephalus	2351565	no-wiki	平头鳟
amphibia	Salmo labrax	2351566	no-wiki	隆头鳟
amphibia	Salmo aphelios	2351602	no-wiki	润鳟
amphibia	Salmo obtusirostris	2351604	no-wiki	钝吻鲑
amphibia	Salmo cettii	2351616	no-wiki	塞氏鳟
amphibia	Salmo nigripinnis	2351622	no-wiki	黑鳍鳟
amphibia	Salmo macedonicus	2351627	no-wiki	马克顿鳟
amphibia	Salmo marmoratus	2351630	no-wiki	虫纹鳟
amphibia	Salmo cenerinus	2351634	no-wiki	亚平宁半岛鳟
amphibia	Salmo balcanicus	2351636	no-wiki	奥赫里德湖鳟
amphibia	Salmo taleri	2351638	no-wiki	塔氏鳟
amphibia	Salmo fibreni	2351640	no-wiki	菲氏鳟
amphibia	Salmo ischchan	2351641	no-wiki	塞凡湖鳟
amphibia	Salmo pelagonicus	2351647	no-wiki	海鳟
amphibia	Salmo carpio	2351648	no-wiki	鲤形鳟
amphibia	Coregonus tugun	4284014	no-wiki	图冈白鲑
amphibia	Salmo farioides	4284018	no-wiki	堡鳟
amphibia	Salvelinus alpinus	4284021	no-wiki	北极红点鲑|格雷红点鲑|瑞士红点鲑|科氏红点鲑|缨红点鲑|钝头红点鲑
amphibia	Salvelinus lepechini	4352820	no-wiki	莱氏红点鲑
amphibia	Salvelinus faroensis	4409508	no-wiki	大眼红点鲑
amphibia	Salvelinus salvelinoinsularis	4409509	no-wiki	似红点鲑
amphibia	Coregonus austriacus	4409514	no-wiki	黄背白鲑
amphibia	Coregonus vessicus	4409516	no-wiki	伏尔加河白鲑
amphibia	Coregonus kiletz	4409517	no-wiki	凯尔白鲑
amphibia	Coregonus duplex	4409519	no-wiki	乌鳍白鲑
amphibia	Thymallus thymallus	5203999	no-wiki	茴鱼
amphibia	Oncorhynchus chrysogaster	5204009	no-wiki	墨西哥金鳟
amphibia	Oncorhynchus apache	5204012	no-wiki	亚利桑那大麻哈鱼|亚利桑那鳟|阿帕奇鳟
amphibia	Oncorhynchus tshawytscha	5204024	no-wiki	帝王鲑
amphibia	Oncorhynchus gilae	5204032	no-wiki	吉尔大麻哈鱼|吉拉鳟|希拉鳟
amphibia	Oncorhynchus kisutch	5204034	no-wiki	银鲑
amphibia	Oncorhynchus masou	5711979	no-wiki	樱花钩吻鲑|樱鲑|樱鳟|马苏麻哈鱼
amphibia	Salmo rizeensis	5961598	no-wiki	里泽鳟
amphibia	Salmo lourosensis	5961600	no-wiki	希腊鳟
amphibia	Salmo coruhensis	5961601	no-wiki	乔鲁赫河鳟
amphibia	Salmo tigridis	6169681	no-wiki	底格里斯河鳟
amphibia	Salmo dentex	9543162	no-wiki	棕红斑鳟
amphibia	Polyodon spathula	5212833	no-wiki	匙吻鲟
amphibia	Bombina microdeladigitora	2423438	all-generic	微蹼铃蟾
amphibia	Sechellophryne pipilodryas	2423445	no-wiki	塞舌棕榈蛙
amphibia	Sooglossus sechellensis	2423450	no-wiki	塞舌蛙
amphibia	Sooglossus thomasseti	2423451	no-wiki	托马塞蛙
amphibia	Physalaemus nattereri	2423528	no-wiki	纳特竖蟾
amphibia	Gracixalus supercornutus	2423770	no-wiki	角纤树蛙
amphibia	Polypedates occidentalis	2423789	no-wiki	西方泛树蛙
amphibia	Polypedates macrotis	2423792	no-wiki	黑耳树蛙
amphibia	Nyctixalus margaritifer	2423829	no-wiki	珍珠夜跳蛙
amphibia	Kurixalus baliogaster	2423841	no-wiki	腹斑原指树蛙
amphibia	Pipa pipa	2423966	no-wiki	负子蟾
amphibia	Telestes polylepis	2360622	no-wiki	多鳞雅罗鱼
amphibia	Squalius illyricus	2360655	no-wiki	南斯拉夫雅罗鱼
amphibia	Rhodeus spinalis	2360817	no-wiki	刺鳍鳑鲏
amphibia	Rhodeus lighti	2360834	all-generic	中华鳑鲏
amphibia	Rhodeus sinensis	2360841	all-generic	中华鳑鲏
amphibia	Luciosoma bleekeri	2360866	no-wiki	布氏梭大口鱼
amphibia	Telestes beoticus	2360998	no-wiki	柔拟鱥
amphibia	Bangana devdevi	2361289	no-wiki	戴氏孟加拉鲮
amphibia	Sinilabeo hummeli	2361408	no-wiki	呼氏华鲮
amphibia	Metzia formosae	2362355	no-wiki	台湾梅氏鳊|台湾梅茨鱼|台湾细鳊|台湾麦氏鳊|台湾黄鲴鱼|小细鳊
amphibia	Metzia lineata	2362362	no-wiki	线细鳊
amphibia	Pterygoplichthys gibbiceps	2339957	no-wiki	隆头翼甲鲶
amphibia	Otocinclus flexilis	2340461	no-wiki	弓筛耳鲶
amphibia	Eleutherodactylus planirostris	2424089	no-wiki	温室蟾
amphibia	Pelodytes ibericus	2424292	no-wiki	伊比利亚合跗蟾
amphibia	Pelodytes punctatus	2424293	no-wiki	斑点合跗蟾
amphibia	Ceratophrys ornata	2424454	no-wiki	钟角蛙
amphibia	Ceratophrys cornuta	2424456	no-wiki	苏里南角蛙
amphibia	Cosmochilus harmandi	2362431	no-wiki	哈氏方口魮
amphibia	Paraspinibarbus macracanthus	2362440	no-wiki	大棘副倒刺魮
amphibia	Scardinius graecus	2362671	no-wiki	希腊红眼鱼
amphibia	Neolissochilus benasi	2362776	no-wiki	软鳍四须魮|软鳍新光唇鱼
amphibia	Neolissochilus baoshanensis	2362817	no-wiki	保山新光唇鱼
amphibia	Leucaspius delineatus	2362881	no-wiki	小赤稍鱼
amphibia	Alburnus albidus	2362920	no-wiki	光欧白鱼
amphibia	Luciobarbus graecus	2363082	no-wiki	希腊魮
amphibia	Gobiobotia kolleri	2363384	no-wiki	八须鲤
amphibia	Pogobrama barbatula	2363432	no-wiki	须鳊
amphibia	Schizothorax nukiangensis	2363555	no-wiki	怒江裂腹鱼
amphibia	Schizothorax gongshanensis	2363594	no-wiki	贡山裂腹鱼
amphibia	Schizothorax griseus	2363606	no-wiki	灰裂腹鱼
amphibia	Schizothorax wangchiachii	2363610	no-wiki	短须裂腹鱼
amphibia	Schizothorax argentatus	2363616	no-wiki	银色裂腹鱼
amphibia	Schizothorax davidi	2363622	no-wiki	重口裂腹鱼
amphibia	Schizothorax prenanti	2363628	no-wiki	齐口裂腹鱼
amphibia	Schizothorax labrosus	2363631	no-wiki	厚唇裂腹鱼
amphibia	Schizothorax chongi	2363635	no-wiki	细鳞裂腹鱼
amphibia	Schizothorax microstomus	2363640	no-wiki	小口裂腹鱼
amphibia	Schizothorax ninglangensis	2363647	no-wiki	宁蒗裂腹鱼
amphibia	Schizothorax elongatus	2363656	no-wiki	细身裂腹鱼
amphibia	Schizothorax dolichonema	2363660	no-wiki	长丝裂腹鱼
amphibia	Schizothorax parvus	2363662	no-wiki	小裂腹鱼
amphibia	Schizothorax longibarbus	2363678	no-wiki	长须裂腹鱼
amphibia	Schizothorax kozlovi	2363681	no-wiki	四川裂腹鱼
amphibia	Schizothorax waltoni	2363693	no-wiki	拉萨裂腹鱼
amphibia	Schizothorax lissolabiatus	2363697	no-wiki	光唇裂腹鱼
amphibia	Schizothorax lantsangensis	2363699	no-wiki	澜沧裂腹鱼
amphibia	Schizothorax lepidothorax	2363702	no-wiki	鳞胸裂腹鱼
amphibia	Barbodes binotatus	2363847	no-wiki	双斑四须鲃
inverts	Tremoctopus gracilis	4357214	no-wiki	薄肌水孔蛸
inverts	Austrorossia bipapillata	2289067	no-wiki	光头耳乌贼|双乳突僧头耳乌贼
inverts	Sepiolina nipponensis	2289073	no-wiki	日本银带耳乌贼|银带耳乌贼
inverts	Idiosepius pygmaeus	2289191	no-wiki	侏儒微鳍乌贼
inverts	Idiosepius minimus	2289194	no-wiki	微小微鳍乌贼
inverts	Hapalochlaena lunulata	2289324	no-wiki	大蓝环章鱼
inverts	Hapalochlaena fasciata	2289328	no-wiki	蓝纹章鱼
inverts	Octopus bocki	2289506	no-wiki	博克氏蛸
inverts	Octopus australis	2289511	no-wiki	澳洲蛸
inverts	Octopus chierchiae	2289548	no-wiki	太平洋条纹蛸
inverts	Octopus briareus	2289580	no-wiki	加勒比珊瑚礁章鱼|沟蛸
inverts	Octopus alecto	2289617	no-wiki	阿勒克图蛸
inverts	Octopus balboai	2289622	no-wiki	巴氏蛸
inverts	Octopus mimus	2289665	no-wiki	负蛸
inverts	Bathyteuthis abyssicola	2289885	no-wiki	深海鱿
inverts	Pterygioteuthis gemmata	2289892	no-wiki	芽翼鱿
inverts	Liocranchia valdiviae	2289931	no-wiki	瓦尔迪瓦纺锤鱿
inverts	Sandalops melancholicus	2290012	no-wiki	履眼鱿
inverts	Bathothauma lyromma	2290022	no-wiki	深奇鱿
inverts	Gonatopsis octopedatus	2290052	no-wiki	八腕拟手钩鱿
inverts	Architeuthis dux	2290184	no-wiki	巨乌贼
inverts	Ornithoteuthis volatilis	2290466	no-wiki	乌柔鱼|飞柔鱼
inverts	Todaropsis eblanae	2290469	no-wiki	短柔鱼
inverts	Justitia longimanus	2221612	no-wiki	长臂正龙虾
inverts	Linuparus trigonus	2221617	no-wiki	三角脊龙虾
inverts	Linuparus sordidus	2221618	no-wiki	褐黄脊龙虾
inverts	Puerulus angulatus	2221629	no-wiki	棱角游龙虾
inverts	Panulirus femoristriga	2221634	no-wiki	条纹龙虾|白须长足龙虾
inverts	Panulirus homarus	2221635	no-wiki	波纹龙虾
inverts	Panulirus longipes	2221636	no-wiki	长足龙虾
inverts	Panulirus regius	2221637	no-wiki	华贵龙虾
inverts	Panulirus laevicauda	2221639	no-wiki	滑尾龙虾
inverts	Panulirus penicillatus	2221640	no-wiki	密毛龙虾
inverts	Panulirus echinatus	2221641	no-wiki	棕棘龙虾
inverts	Panulirus inflatus	2221642	no-wiki	短毛龙虾
inverts	Panulirus polyphagus	2221644	no-wiki	黄斑龙虾
inverts	Panulirus gracilis	2221648	no-wiki	细身绿龙虾
inverts	Panulirus japonicus	2221649	no-wiki	日本龙虾
inverts	Panulirus pascuensis	2221650	no-wiki	复活岛刺龙虾
inverts	Panulirus marginatus	2221651	no-wiki	带棘龙虾
inverts	Panulirus guttatus	2221653	no-wiki	斑点龙虾
inverts	Palinustus waguensis	2221657	no-wiki	日本钝龙虾
inverts	Palinurellus wieneckii	2221661	no-wiki	韦氏毛龙虾
inverts	Ibacus novemdentatus	2221717	no-wiki	九齿扇虾
inverts	Ibacus ciliatus	2221719	no-wiki	毛缘扇虾
inverts	Parribacus japonicus	2221748	no-wiki	日本岩扇虾
inverts	Parribacus antarcticus	2221751	no-wiki	南极岩礁扇虾
inverts	Thenus orientalis	2221754	no-wiki	东方扁虾
inverts	Agriocnemis lacteola	1423171	no-wiki	白腹小蟌
inverts	Tholymis tillarga	1429215	no-wiki	云斑蜻|夜游蜻蜓
inverts	Macromia amphigena	1429847	no-wiki	海神弓蜓
inverts	Anax parthenope	5051752	no-wiki	碧伟蜓
inverts	Anotogaster klossi	1421228	all-generic	无霸勾蜓
inverts	Chlorogomphus brevistigma	1421249	no-wiki	短痣勾蜓
inverts	Chlorogomphus splendidus	1421262	no-wiki	阔翼勾蜓
inverts	Drepanosticta hongkongensis	1421314	no-wiki	香港镰扁蟌
inverts	Sinosticta ogatai	1421478	no-wiki	绪方华扁蟌
inverts	Protosticta beaumonti	1421516	no-wiki	黄颈原扁蟌
inverts	Protosticta taipokauensis	1421524	no-wiki	白瑞原扁蟌
inverts	Grapholita delineana	1736499	no-wiki	麻小食心卷蛾
inverts	Gravitarmata margarotana	1736727	no-wiki	油松球果小卷叶蛾
inverts	Phragmataecia castaneae	1731598	no-wiki	排点木蠹蛾|灰苇蠹蛾
inverts	Acleris cristana	1739819	no-wiki	齿长翅卷叶蛾
inverts	Adoxophyes orana	1740482	no-wiki	棉褐带卷叶蛾
inverts	Eucleoteuthis luminosa	2290539	no-wiki	发光柔鱼|发光鱿鱼
inverts	Discoteuthis discus	2290609	no-wiki	盘鳍鱿
inverts	Histioteuthis miranda	2290614	no-wiki	奇妙帆鱿
inverts	Histioteuthis meleagroteuthis	2290627	no-wiki	珠鸡帆鱿
inverts	Sepia vietnamica	2290820	no-wiki	越南乌贼
inverts	Sepiella japonica	2290915	no-wiki	日本无针乌贼
inverts	Grimalditeuthis bonplandii	4357041	no-wiki	葛氏双鳍鱿
inverts	Luteuthis shuishi	4357127	no-wiki	水试卢氏蛸
inverts	Thaumoctopus mimicus	4357171	no-wiki	拟态章鱼
inverts	Bolitaena pygmaea	4621769	no-wiki	单盘蛸
inverts	Leachia pacifica	5189657	no-wiki	太平洋塔鱿
inverts	Onychoteuthis banksii	5189669	no-wiki	爪鱿鱼|班氏爪鱿
inverts	Amphioctopus rex	5856037	no-wiki	皇帝章鱼
inverts	Pholidoteuthis massyae	6127298	no-wiki	麦氏角鳞鱿
inverts	Cistopus taiwanicus	6127305	no-wiki	台湾小孔蛸|台湾小岗肖
inverts	Amphioctopus exannulatus	6127306	no-wiki	无环带蛸|无环章鱼
inverts	Chtenopteryx canariensis	6521441	no-wiki	加纳利栉鳍鱿
inverts	Enoplometopus occidentalis	2224041	no-wiki	西方礁螯虾
inverts	Macrobrachium fukienense	2224513	no-wiki	福建沼虾
inverts	Macrobrachium placidulum	2224530	all-generic	热带沼虾
inverts	Macrobrachium formosense	2224531	no-wiki	台湾沼虾
inverts	Macrobrachium lar	2224565	no-wiki	贪食沼虾
inverts	Macrobrachium australe	2224575	no-wiki	南海沼虾|澳洲沼虾
inverts	Macrobrachium novaehollandiae	2224585	no-wiki	新荷兰沼虾
inverts	Macrobrachium lepidactyloides	2224586	all-generic	宽掌沼虾|热带沼虾
inverts	Macrobrachium esculentum	2224602	no-wiki	绒掌沼虾
inverts	Macrobrachium equidens	2224612	no-wiki	等齿沼虾
inverts	Macrobrachium horstii	2224627	no-wiki	郝氏沼虾
inverts	Macrobrachium mammillodactylus	2224631	no-wiki	乳指沼虾
inverts	Macrobrachium jaroense	2224647	no-wiki	毛指沼虾
inverts	Macrobrachium japonicum	2224699	no-wiki	大和沼虾
inverts	Macrobrachium latimanus	2224717	no-wiki	短腕沼虾
inverts	Macrobrachium gracilirostre	2224744	no-wiki	条纹沼虾|细额沼虾
inverts	Macrobrachium latidactylus	2224822	no-wiki	阔指沼虾
inverts	Palaemon elegans	2224979	no-wiki	岩虾
inverts	Palaemon adspersus	2225020	no-wiki	波罗的海虾
inverts	Thaumastocheles japonicus	2226930	no-wiki	日本锯指螯虾
inverts	Nephrops norvegicus	2226962	no-wiki	挪威海螯虾
inverts	Metanephrops formosanus	2226972	no-wiki	台湾后海螯虾
inverts	Metanephrops sagamiensis	2226974	no-wiki	相模后海螯虾
inverts	Metanephrops armatus	2226977	no-wiki	胄甲后海螯虾
inverts	Metanephrops sinensis	2226985	no-wiki	中华后海螯虾
inverts	Prodasineura dorsalis	1421593	no-wiki	橙琵蟌
inverts	Prodasineura autumnalis	1421597	no-wiki	乌微桥原蟌|乌齿原蟌|乌齿朴蟌
inverts	Prodasineura croconota	1421621	no-wiki	朱背微桥原蟌|朱背朴蟌|朱背齿原蟌
inverts	Cryptophlebia ombrodelta	1737015	no-wiki	粗脚姬卷叶蛾
inverts	Costosa rhodantha	1737235	no-wiki	褶珂小卷叶蛾
inverts	Axylia putris	1761438	no-wiki	朽木夜蛾
inverts	Abrostola triplasia	1767597	no-wiki	三斑止夜蛾
inverts	Cistopus chinensis	6521582	no-wiki	中国小孔蛸
inverts	Dosidicus gigas	9205532	no-wiki	美洲大赤鱿
inverts	Inioteuthis japonica	9601907	no-wiki	日本暗耳乌贼|灯笼耳乌贼
inverts	Procambarus hubbelli	2227136	no-wiki	刀锋双带螯虾
inverts	Procambarus evermanni	2227138	no-wiki	细点螯虾
inverts	Procambarus cubensis	2227139	no-wiki	蓝纹螯虾
inverts	Procambarus apalachicolae	2227143	no-wiki	湾岸绿双轨螯虾
inverts	Procambarus caritus	2227148	no-wiki	鼹爪恶魔螯虾
inverts	Procambarus rogersi	2227157	no-wiki	爵士螯虾
inverts	Procambarus curdi	2227163	no-wiki	酷尔迪巨毛螯虾
inverts	Procambarus toltecae	2227168	no-wiki	杜伦提螯虾
inverts	Procambarus paeninsulanus	2227175	no-wiki	半岛螯虾
inverts	Procambarus hirsutus	2227183	no-wiki	皇冠豹纹螯虾
inverts	Procambarus ruthveni	2227184	no-wiki	克鲁斯剪刀手螯虾
inverts	Procambarus enoplosternum	2227186	no-wiki	红纹迷彩螯虾
inverts	Procambarus tulanei	2227196	no-wiki	图拉尼巨螯螯虾
inverts	Procambarus leonensis	2227197	no-wiki	利昂螯虾
inverts	Procambarus hinei	2227199	no-wiki	大沼泽双带螯虾
inverts	Procambarus alleni	2227203	no-wiki	佛罗里达螯虾
inverts	Procambarus lepidodactylus	2227205	no-wiki	琴键螯虾
inverts	Procambarus simulans	2227208	no-wiki	南方平原螯虾
inverts	Procambarus hayi	2227214	no-wiki	哈克氏旱地螯虾
inverts	Procambarus pygmaeus	2227219	no-wiki	侏儒恶魔螯虾
inverts	Procambarus pubischelae	2227233	no-wiki	普毕森黑双带螯虾
inverts	Procambarus viaeviridis	2227241	no-wiki	细瘤螯虾
inverts	Procambarus shermani	2227250	no-wiki	索玛丽螯虾
inverts	Procambarus talpoides	2227253	no-wiki	黑珍珠恶魔螯虾
inverts	Procambarus pubescens	2227254	no-wiki	杜伯森迷彩螯虾
inverts	Procambarus milleri	2227256	no-wiki	佛罗里达橘螯虾
inverts	Procambarus gracilis	2227262	no-wiki	草原恶魔螯虾
inverts	Procambarus steigmani	2227265	no-wiki	火翅圆钳洞穴螯虾
inverts	Procambarus mancus	2227269	no-wiki	曼库斯短脚螯虾
inverts	Procambarus youngi	2227271	no-wiki	洋基螯虾
inverts	Procambarus natchitochae	2227272	no-wiki	红河溪螯虾
inverts	Procambarus kilbyi	2227273	no-wiki	柯比黑双带螯虾
inverts	Procambarus chacei	2227278	no-wiki	秀丽迷彩螯虾
inverts	Procambarus pictus	2227281	no-wiki	皇斑虎纹螯虾
inverts	Procambarus jaculus	2227284	no-wiki	飞剑螯虾
inverts	Procambarus geodytes	2227286	no-wiki	鬼焰恶魔螯虾
inverts	Procambarus acutus	2227289	no-wiki	亚克特巨手螯虾|白河原螯虾
inverts	Procambarus kensleyi	2227292	no-wiki	肯斯瑞巨毛螯虾
inverts	Procambarus fitzpatricki	2227297	no-wiki	雪映刺尾螯虾
inverts	Procambarus bivittatus	2227299	no-wiki	守护者螯虾
inverts	Procambarus hybus	2227305	no-wiki	希伯斯扁角螯虾
inverts	Procambarus catemacoensis	2227307	no-wiki	卡特曼袖毛螯虾
inverts	Procambarus fallax	2227309	no-wiki	龙胆螯虾
inverts	Procambarus llamasi	2227310	no-wiki	拉玛斯毛毛手螯虾
inverts	Procambarus liberorum	2227311	no-wiki	奥沙洞穴小龙虾|罗德曼巨洞螯虾|阿肯色州教皇螯虾
inverts	Cambarus acuminatus	2227318	no-wiki	侵略者螯虾
inverts	Pentacheles laevis	2227944	no-wiki	光滑五螯虾
inverts	Nupalirus chani	4309345	no-wiki	陈氏鳞龙虾
inverts	Panulirus brunneiflagellum	4309373	no-wiki	小笠原龙虾
inverts	Palinustus holthuisi	4309400	no-wiki	霍氏钝龙虾
inverts	Onychargia atrocyana	1422590	no-wiki	毛面同痣蟌|蓝彩琵蟌|蓝彩细蟌
inverts	Pseudagrion microcephalum	1422818	no-wiki	瘦面细蟌|绿斑蟌
inverts	Pseudagrion rubriceps	1422910	no-wiki	丹顶斑蟌|丹顶细蟌
inverts	Pseudagrion pruinosum	1422924	no-wiki	赤斑蟌
inverts	Pseudagrion pilidorsum	1422959	no-wiki	弓背细蟌
inverts	Mamestra brassicae	1788522	no-wiki	甘蓝夜蛾
inverts	Apamea crenata	1796169	no-wiki	黄褐云斑秀夜蛾
inverts	Catocala nupta	1797258	no-wiki	后红裳蛾
inverts	Scoliopteryx libatrix	1798449	no-wiki	棘翅裳蛾
inverts	Hypena proboscidalis	1798807	no-wiki	髯须裳蛾
inverts	Clostera anachoreta	1822830	no-wiki	端扇舟蛾
inverts	Geothelphusa miyakoensis	4312556	no-wiki	宫古泽蟹
inverts	Enoplometopus crosnieri	4312647	no-wiki	柯氏礁螯虾
inverts	Thaumastocheles dochmiodon	4312698	no-wiki	斜齿锯指螯虾
inverts	Euastacus sulcatus	4648501	no-wiki	雷明顿多刺蓝螯虾
inverts	Cherax quadricarinatus	4648609	no-wiki	四脊滑螯虾|澳洲淡水螯虾|澳洲淡水龙虾
inverts	Agriocnemis femina	1423134	no-wiki	白粉细蟌
inverts	Agriocnemis pygmaea	1423162	no-wiki	橙尾细蟌|黄尾小蟌
inverts	Ceriagrion fallax	1423228	no-wiki	昧影细蟌|眛影细蟌
inverts	Ceriagrion auranticum	1423248	no-wiki	琉球橘黄蟌|红腹细蟌
inverts	Ceriagrion coromandelianum	1423254	no-wiki	圆尾黄蟌
inverts	Ceriagrion nipponicum	1423265	no-wiki	朱红细蟌
inverts	Ceriagrion melanurum	1423271	no-wiki	黄腹细蟌
inverts	Ischnura aurora	1423289	no-wiki	朝云细蟌
inverts	Ischnura asiatica	1423350	no-wiki	东亚异痣蟌|亚东细蟌
inverts	Aciagrion migratum	1423437	no-wiki	针尾细蟌
inverts	Aciagrion approximans	1423439	no-wiki	蒂氏狭翅蟌
inverts	Mortonagrion selenion	1423528	no-wiki	月斑细蟌
inverts	Mortonagrion hirosei	1423532	no-wiki	四斑细蟌|广濑妹蟌
inverts	Paracercion melanotum	1423558	no-wiki	蔚蓝细蟌|黑背尾蟌
inverts	Paracercion calamorum	1423563	no-wiki	苇尾蟌|苇笛细蟌
inverts	Hypatima rhomboidella	1851555	no-wiki	桦蛮麦蛾
inverts	Adaina microdactyla	1858698	no-wiki	微阿歹羽蛾
inverts	Ligidium acutitelson	2201459	no-wiki	尖尾湖水虱
inverts	Caridina gracilirostris	5178428	no-wiki	细额米虾
inverts	Leptocarpus potamiscus	5178552	no-wiki	淡水细腕虾
inverts	Caridina paucidentata	5716544	no-wiki	少齿米虾
inverts	Nephropsis serrata	5716857	no-wiki	锯齿拟海螯虾
inverts	Caridina formosae	5739077	no-wiki	台湾米虾
inverts	Caridina pseudodenticulata	5739079	no-wiki	假锯齿米虾|拟多齿米虾
inverts	Neocaridina saccam	5739081	no-wiki	赤崁新米虾
inverts	Geothelphusa albogilva	5739099	no-wiki	黄灰泽蟹
inverts	Cambaroides schrenckii	5789970	no-wiki	许郎喇蛄
inverts	Cambaroides similis	5789971	no-wiki	朝鲜蝲蛄|朝鲜黑螯虾
inverts	Cambaroides dauricus	5789972	no-wiki	东北蝲蛄
inverts	Procambarus cuevachicae	5790001	no-wiki	亚克特蛇纹螯虾
inverts	Ryukyum yaeyamense	5790076	no-wiki	八重山琉球蟹
inverts	Nanhaipotamon dongyinense	5790176	no-wiki	东引南海溪蟹
inverts	Geothelphusa chiui	5790271	no-wiki	邱氏泽蟹
inverts	Geothelphusa tenuimanus	5790272	no-wiki	细掌泽蟹
inverts	Geothelphusa tsayae	5790273	no-wiki	蔡氏泽蟹
inverts	Geothelphusa bicolor	5790274	no-wiki	双色泽蟹
inverts	Geothelphusa nanhsi	5790276	no-wiki	楠西泽蟹
inverts	Geothelphusa gracilipes	5790278	no-wiki	细足泽蟹
inverts	Geothelphusa taroko	5790280	no-wiki	太鲁阁泽蟹
inverts	Calicnemia sinensis	1423662	no-wiki	华丽扇蟌
inverts	Calicnemia eximia	1423668	no-wiki	美姿琵蟌
inverts	Coeliccia flavicauda	1423695	no-wiki	黄尾琵蟌
inverts	Coeliccia cyanomelas	1423713	no-wiki	青黑琵蟌|黄纹长腹扇蟌
inverts	Copera marginipes	1423767	no-wiki	胫蹼琵蟌|黄狭扇蟌
inverts	Rhipidolestes janetae	1424262	no-wiki	黄纹棘腹蟌
inverts	Deilephila porcellus	1864358	no-wiki	闪红天蛾
inverts	Galleria mellonella	1876542	no-wiki	大蜡蛾
inverts	Dioryctria sylvestrella	1877310	no-wiki	赤松梢斑螟
inverts	Aphantopus hyperantus	1896841	no-wiki	阿芬眼蝶
inverts	Libytheana carinenta	1898402	no-wiki	卡丽美喙蝶
inverts	Geothelphusa aramotoi	5790284	no-wiki	新本泽蟹
inverts	Geothelphusa leeae	5790285	no-wiki	李氏泽蟹
inverts	Geothelphusa nanao	5790286	no-wiki	南澳泽蟹
inverts	Geothelphusa candidiensis	5790287	no-wiki	日月潭泽蟹
inverts	Geothelphusa minei	5790288	no-wiki	岭井泽蟹
inverts	Geothelphusa shernshan	5790289	no-wiki	神山泽蟹
inverts	Geothelphusa lili	5790291	no-wiki	力里泽蟹
